We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI56301	NA	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56304	NP	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56306	NS	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56309	PA	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56311	PB1	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56313	PB2	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56277	HA	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56279	MP	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56282	NA	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56285	NP	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56287	NS	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56290	PA	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56292	PB1	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56294	PB2	United States	1991-Mar-20	B/New York/39/1991		Other Database Import	
EPI56271	PA	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56273	PB1	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56275	PB2	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56258	HA	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56260	MP	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56263	NA	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56266	NP	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56268	NS	Argentina	1991-Jun-13	B/Cordoba/2979/1991		Other Database Import	
EPI56239	HA	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56241	MP	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56244	NA	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56247	NP	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56249	NS	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56252	PA	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56254	PB1	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56256	PB2	Czech Republic	1990-Jan-01	B/Czechoslovakia/69/1990		Other Database Import	
EPI56220	HA	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56222	MP	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56225	NA	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56228	NP	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56230	NS	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56233	PA	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56235	PB1	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56237	PB2	Thailand	1990-Jan-01	B/Bangkok/163/1990		Other Database Import	
EPI56201	HA	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56203	MP	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56206	NA	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56209	NP	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56211	NS	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56214	PA	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56216	PB1	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56218	PB2	Thailand	1990-Jan-01	B/Bangkok/153/1990		Other Database Import	
EPI56182	HA	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56184	MP	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56187	NA	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56190	NP	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56192	NS	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56195	PA	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56197	PB1	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56199	PB2	United States	1988-Jan-01	B/Texas/37/1988		Other Database Import	
EPI56144	HA	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56146	MP	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56149	NA	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56152	NP	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56154	NS	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56157	PA	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56159	PB1	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56161	PB2	United States	2003-Feb-06	B/South Carolina/04/2003		Other Database Import	
EPI56125	HA	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56127	MP	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56130	NA	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56133	NP	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56135	NS	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56138	PA	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56140	PB1	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56142	PB2	Chile	2002-Mar-14	B/Chile/3162/2002		Other Database Import	
EPI56087	HA	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56089	MP	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56092	NA	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56095	NP	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56097	NS	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56100	PA	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56102	PB1	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56104	PB2	United States	2002-Mar-19	B/Iowa/03/2002		Other Database Import	
EPI56049	HA	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56051	MP	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56054	NA	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56057	NP	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56059	NS	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56062	PA	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56064	PB1	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56066	PB2	Argentina	2001-Aug-07	B/Argentina/132/2001		Other Database Import	
EPI56030	HA	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56032	MP	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56035	NA	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56038	NP	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56040	NS	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56043	PA	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56045	PB1	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI56047	PB2	South Africa	2001-Jun-12	B/Johannesburg/69/2001		Other Database Import	
EPI55916	HA	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55918	MP	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55921	NA	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55924	NP	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55926	NS	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55929	PA	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55931	PB1	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55933	PB2	Singapore	1998-Oct-22	B/Singapore/35/1998		Other Database Import	
EPI55907	NS	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55910	PA	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55912	PB1	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55914	PB2	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55897	HA	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55899	MP	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55902	NA	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55905	NP	United States	2005-Feb-14	B/Georgia/09/2005		Other Database Import	
EPI55876	HA	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55878	MP	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55883	NA	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55886	NP	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55888	NS	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55891	PA	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55893	PB1	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55895	PB2	United States	2001-Jan-01	B/Temple/B1182/2001		Other Database Import	
EPI55857	HA	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55859	MP	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55862	NA	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55865	NP	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55867	NS	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55870	PA	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55872	PB1	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55874	PB2	United States	2001-Jan-01	B/Temple/B1188/2001		Other Database Import	
EPI55843	NA	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55846	NP	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55848	NS	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55851	PA	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55853	PB1	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55855	PB2	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI57075	HA	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI57077	MP	United States	1997-Feb-25	B/Houston/B60/1997		Other Database Import	
EPI55796	NP	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55798	NS	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55801	PA	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55803	PB1	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55805	PB2	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55788	HA	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55790	MP	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI55793	NA	United States	1997-Feb-10	B/Houston/B57/1997		Other Database Import	
EPI52048	HA	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52050	MP	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52053	NA	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52056	NP	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52058	NS	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52061	PA	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52063	PB1	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52065	PB2	Hong Kong (SAR)	2002-Jan-17	B/Hong Kong/1351/02		Other Database Import	
EPI52029	HA	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52031	MP	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52034	NA	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52037	NP	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52039	NS	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52042	PA	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52044	PB1	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52046	PB2	United States	1995-Jan-05	B/Connecticut/02/1995		Other Database Import	
EPI52010	HA	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52012	MP	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52015	NA	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52018	NP	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52020	NS	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52023	PA	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52025	PB1	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI52027	PB2	United States	1995-Jan-01	B/California/01/1995		Other Database Import	
EPI51991	HA	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI51993	MP	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI51996	NA	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI51999	NP	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI52001	NS	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI52004	PA	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI52006	PB1	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI52008	PB2	New Zealand	1994-Jan-01	B/Wellington/01/1994		Other Database Import	
EPI51953	HA	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51955	MP	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51958	NA	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51961	NP	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51963	NS	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51966	PA	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51968	PB1	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51970	PB2	Japan	1993-Jan-01	B/Mie/01/1993		Other Database Import	
EPI51934	HA	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51936	MP	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51939	NA	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51942	NP	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51944	NS	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51947	PA	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51949	PB1	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51951	PB2	Hong Kong (SAR)	1993-Feb-15	B/Hong Kong/02/1993		Other Database Import	
EPI51915	HA	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51917	MP	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51920	NA	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51923	NP	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51925	NS	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51928	PA	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51930	PB1	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51932	PB2	United States	1993-Jan-26	B/Connecticut/07/1993		Other Database Import	
EPI51877	HA	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51879	MP	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51882	NA	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51885	NP	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51887	NS	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51890	PA	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51892	PB1	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51894	PB2	Hong Kong (SAR)	1992-Mar-23	B/Hong Kong/03/1992		Other Database Import	
EPI51858	HA	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51860	MP	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51863	NA	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51866	NP	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51868	NS	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51871	PA	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51873	PB1	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51875	PB2	Singapore	1991-Jul-10	B/Singapore/04/1991		Other Database Import	
EPI51839	HA	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51841	MP	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51844	NA	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51847	NP	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51849	NS	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51852	PA	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51854	PB1	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51856	PB2	Hong Kong (SAR)	1989-Jan-01	B/Hong Kong/22/1989		Other Database Import	
EPI51801	HA	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51803	MP	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51806	NA	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51809	NP	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51811	NS	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51814	PA	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51816	PB1	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51818	PB2	Canada	1987-Jan-01	B/Victoria/02/1987		Other Database Import	
EPI51763	HA	United States	2004-Dec-14	B/Colorado/13/2004		Other Database Import	
EPI51765	MP	United States	2004-Dec-14	B/Colorado/13/2004		Other Database Import	
EPI51768	NA	United States	2004-Dec-14	B/Colorado/13/2004		Other Database Import	
