We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI137723	NA	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137726	NP	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137728	NS	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137731	PA	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137733	PB1	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137735	PB2	Taiwan	2004-Jan-01	B/Taiwan/2171/2004		Other Database Import	
EPI137699	HA	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137701	MP	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137704	NA	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137707	NP	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137709	NS	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137712	PA	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137714	PB1	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137716	PB2	United States	2007-Feb-26	B/Ohio/UR06-0428/2007		Other Database Import	
EPI137680	HA	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137682	MP	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137685	NA	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137688	NP	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137690	NS	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137693	PA	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137695	PB1	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137697	PB2	United States	2007-Feb-23	B/Tennessee/UR06-0407/2007		Other Database Import	
EPI137642	HA	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137644	MP	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137647	NA	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137650	NP	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137652	NS	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137655	PA	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137657	PB1	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137659	PB2	United States	2007-Feb-19	B/Texas/UR06-0343/2007		Other Database Import	
EPI137585	HA	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137587	MP	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137590	NA	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137593	NP	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137595	NS	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137598	PA	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137600	PB1	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137602	PB2	United States	2007-Jan-26	B/Tennessee/UR06-0079/2007		Other Database Import	
EPI137566	HA	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137568	MP	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137571	NA	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137574	NP	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137576	NS	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137579	PA	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137581	PB1	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137583	PB2	United States	2007-Jan-02	B/Illinois/UR06-0016/2007		Other Database Import	
EPI137555	NP	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137557	NS	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137560	PA	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137562	PB1	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137564	PB2	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137547	HA	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137549	MP	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137552	NA	United States	2006-Nov-15	B/Florida/UR06-0002/2006		Other Database Import	
EPI137251	HA	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137253	MP	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137256	NA	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137259	NP	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137261	NS	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137264	PA	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137266	PB1	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137268	PB2	United States	2007-Mar-13	B/Texas/UR06-0590/2007		Other Database Import	
EPI137232	HA	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137234	MP	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137237	NA	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137240	NP	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137242	NS	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137245	PA	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137247	PB1	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137249	PB2	United States	2006-Nov-13	B/Florida/UR06-0001/2006		Other Database Import	
EPI137213	HA	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137215	MP	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137218	NA	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137221	NP	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137223	NS	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137226	PA	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137228	PB1	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137230	PB2	United States	2007-Mar-08	B/Mississippi/UR06-0551/2007		Other Database Import	
EPI137185	NS	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137188	PA	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137190	PB1	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137192	PB2	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137175	HA	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137177	MP	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137180	NA	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137183	NP	United States	2007-Feb-27	B/Tennessee/UR06-0460/2007		Other Database Import	
EPI137137	HA	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137139	MP	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137142	NA	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137145	NP	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137147	NS	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137150	PA	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137152	PB1	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137154	PB2	United States	2007-Feb-27	B/Mississippi/UR06-0446/2007		Other Database Import	
EPI137099	HA	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137101	MP	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137104	NA	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137107	NP	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137109	NS	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137112	PA	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137114	PB1	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137116	PB2	United States	2007-Feb-26	B/Tennessee/UR06-0431/2007		Other Database Import	
EPI137080	HA	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137082	MP	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137085	NA	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137088	NP	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137090	NS	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137093	PA	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137095	PB1	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137097	PB2	United States	2007-Feb-23	B/Mississippi/UR06-0409/2007		Other Database Import	
EPI137061	HA	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137063	MP	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137066	NA	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137069	NP	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137071	NS	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137074	PA	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137076	PB1	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137078	PB2	United States	2007-Feb-20	B/Mississippi/UR06-0348/2007		Other Database Import	
EPI137042	HA	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137044	MP	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137047	NA	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137050	NP	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137052	NS	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137055	PA	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137057	PB1	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137059	PB2	United States	2007-Feb-19	B/Mississippi/UR06-0340/2007		Other Database Import	
EPI137023	HA	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137025	MP	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137028	NA	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137031	NP	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137033	NS	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137036	PA	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137038	PB1	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137040	PB2	United States	2007-Feb-15	B/Tennessee/UR06-0320/2007		Other Database Import	
EPI137004	HA	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137006	MP	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137009	NA	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137012	NP	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137014	NS	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137017	PA	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137019	PB1	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI137021	PB2	United States	2007-Feb-15	B/Tennessee/UR06-0310/2007		Other Database Import	
EPI136966	HA	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136968	MP	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136971	NA	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136974	NP	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136976	NS	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136979	PA	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136981	PB1	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136983	PB2	United States	2007-Feb-13	B/Tennessee/UR06-0261/2007		Other Database Import	
EPI136962	PB1	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136964	PB2	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136947	HA	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136949	MP	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136952	NA	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136955	NP	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136957	NS	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136960	PA	United States	2007-Jan-29	B/Tennessee/UR06-0105/2007		Other Database Import	
EPI136928	HA	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136930	MP	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136933	NA	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136936	NP	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136938	NS	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136941	PA	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136943	PB1	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136945	PB2	United States	2007-Jan-16	B/Mississippi/UR06-0031/2007		Other Database Import	
EPI136926	PB2	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136909	HA	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136911	MP	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136914	NA	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136917	NP	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136919	NS	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136922	PA	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI136924	PB1	United States	2006-Nov-16	B/Florida/UR06-0003/2006		Other Database Import	
EPI127337	NS	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127321	PB1	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127323	PB2	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127325	PA	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127327	HA	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127329	NP	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127331	NA	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI127334	MP	China	2007-Jul-12	B/Guangzhou/01/2007		Other Database Import	
EPI126449	NA	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI126369	HA	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160050	HA	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160051	MP	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160052	NA	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160053	NP	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160054	NS	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160055	PA	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160056	PB1	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI160057	PB2	Taiwan	2006-Nov-30	B/Taiwan/3001/2006		Other Database Import	
EPI105138	PB2	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105140	PB1	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105142	PA	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105144	HA	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105146	NP	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105148	NA	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105151	MP	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI105154	NS	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI131052	HA	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI131356	NP	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI129648	HA	United States	1986-Jan-01	B/Ann Arbor/1/1986		Other Database Import	
EPI62314	HA	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62316	MP	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62319	NA	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62322	NP	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62324	NS	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62327	PA	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62329	PB1	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62331	PB2	United States	2006-Nov-27	B/Florida/UR06-0006/2006		Other Database Import	
EPI62297	MP	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62300	NA	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62303	NP	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62305	NS	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62308	PA	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62310	PB1	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62312	PB2	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62295	HA	United States	1995-Feb-16	B/California/02/1995		Other Database Import	
EPI62276	HA	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62278	MP	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62281	NA	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62284	NP	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62286	NS	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62289	PA	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62291	PB1	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62293	PB2	Portugal	1994-Oct-26	B/Lisbon/02/1994		Other Database Import	
EPI62257	HA	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62259	MP	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62262	NA	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62265	NP	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62267	NS	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62270	PA	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62272	PB1	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62274	PB2	Thailand	2003-Jul-26	B/Chantaburi/218/2003		Other Database Import	
EPI62238	HA	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62240	MP	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62243	NA	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62246	NP	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62248	NS	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62251	PA	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62253	PB1	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI62255	PB2	United States	2001-Jan-01	B/Temple/B1190/2001		Other Database Import	
EPI56486	HA	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56488	MP	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56491	NA	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56494	NP	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56496	NS	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56499	PA	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56501	PB1	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56503	PB2	Australia	2002-Jul-09	B/Perth/25/2002		Other Database Import	
EPI56467	HA	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56469	MP	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56472	NA	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56475	NP	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56477	NS	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56480	PA	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56482	PB1	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56484	PB2	Romania	1998-Apr-06	B/Romania/318/1998		Other Database Import	
EPI56448	HA	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56450	MP	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56453	NA	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56456	NP	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56458	NS	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56461	PA	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56463	PB1	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56465	PB2	United States	1995-Jan-01	B/Indiana/01/1995		Other Database Import	
EPI56410	HA	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56412	MP	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56415	NA	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56418	NP	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56420	NS	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56423	PA	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56425	PB1	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56427	PB2	South Africa	1994-Jan-01	B/Johannesburg/06/1994		Other Database Import	
EPI56391	HA	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56393	MP	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56396	NA	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56399	NP	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56401	NS	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56404	PA	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56406	PB1	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56408	PB2	United States	1994-Dec-13	B/California/02/1994		Other Database Import	
EPI56353	HA	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56355	MP	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56358	NA	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56361	NP	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56363	NS	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56366	PA	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56368	PB1	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56370	PB2	Thailand	1994-May-07	B/Bangkok/141/1994		Other Database Import	
EPI56334	HA	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56336	MP	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56339	NA	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56342	NP	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56344	NS	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56347	PA	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56349	PB1	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56351	PB2	United States	1993-Dec-08	B/New York/24/1993		Other Database Import	
EPI56315	HA	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56317	MP	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56320	NA	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56323	NP	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56325	NS	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56328	PA	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56330	PB1	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56332	PB2	United States	1992-Jun-13	B/Alaska/03/1992		Other Database Import	
EPI56296	HA	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
EPI56298	MP	United States	1991-Jan-11	B/Texas/14/1991		Other Database Import	
